pump_id,date,status,load_pct,assigned_process,run_hours_cumulative
P-04,2025-08-30,Running,95.2,Process C,68.3
P-05,2025-08-30,Running,96.4,Process B,66.0
P-06,2025-08-30,Running,74.6,Process C,20.2
P-07,2025-08-30,Running,85.9,Process C,21.6
P-08,2025-08-30,Running,68.2,Process B,30.9
P-09,2025-08-30,Running,79.1,Process C,65.0
P-10,2025-08-30,Running,90.1,Process A,35.3
P-11,2025-08-30,Running,80.1,Process B,33.0
P-12,2025-08-30,Running,73.8,Process B,45.1
P-01,2025-08-31,Running,78.8,Process C,54.6
P-02,2025-08-31,Running,71.7,Process C,37.9
P-03,2025-08-31,Running,87.7,Process A,28.2
P-04,2025-08-31,Running,63.5,Process B,66.5
P-05,2025-08-31,Running,98.3,Process A,26.9
P-06,2025-08-31,Running,65.9,Process A,65.2
P-07,2025-08-31,Running,85.1,Process B,40.5
P-08,2025-08-31,Running,97.3,Process B,36.7
P-09,2025-08-31,Running,85.8,Process B,28.2
P-10,2025-08-31,Running,92.1,Process C,52.8
P-11,2025-08-31,Running,73.7,Process C,60.5
P-12,2025-08-31,Running,86.6,Process C,63.5
P-01,2025-09-01,Running,72.2,Process A,66.5
P-02,2025-09-01,Running,91.6,Process A,44.1
P-03,2025-09-01,Standby,0,Process A,0
P-04,2025-09-01,Running,71.4,Process A,51.4
P-05,2025-09-01,Running,81.4,Process A,70.6
P-06,2025-09-01,Running,87.7,Process C,60.9
P-07,2025-09-01,Running,64.7,Process B,49.0
P-08,2025-09-01,Running,74.8,Process A,48.4
P-09,2025-09-01,Running,72.7,Process B,26.0
P-10,2025-09-01,Running,99.0,Process C,34.3
P-11,2025-09-01,Standby,0,Process B,0
P-12,2025-09-01,Standby,0,Process A,0
P-01,2025-09-02,Standby,0,Process B,0
P-02,2025-09-02,Running,98.8,Process C,70.7
P-03,2025-09-02,Running,88.2,Process B,66.4
P-04,2025-09-02,Standby,0,Process C,0
P-05,2025-09-02,Running,92.0,Process C,67.0
P-06,2025-09-02,Running,87.6,Process C,43.9
P-07,2025-09-02,Running,87.1,Process A,34.6
P-08,2025-09-02,Running,93.6,Process B,37.3
P-09,2025-09-02,Running,84.3,Process A,49.5
P-10,2025-09-02,Running,97.4,Process B,28.6
P-11,2025-09-02,Running,94.0,Process C,54.3
P-12,2025-09-02,Running,80.5,Process A,44.5
P-01,2025-09-03,Running,80.5,Process A,67.1
P-02,2025-09-03,Running,65.9,Process B,38.0
P-03,2025-09-03,Running,71.4,Process B,34.6
P-04,2025-09-03,Running,82.4,Process A,57.3
P-05,2025-09-03,Running,99.7,Process B,33.6
P-06,2025-09-03,Running,98.8,Process B,57.3
P-07,2025-09-03,Running,93.4,Process C,22.6
P-08,2025-09-03,Running,79.0,Process C,71.3
P-09,2025-09-03,Running,98.4,Process B,22.8
P-10,2025-09-03,Running,96.6,Process B,27.4
P-11,2025-09-03,Running,82.7,Process A,28.8
P-12,2025-09-03,Running,71.6,Process B,20.3
P-01,2025-09-04,Running,93.4,Process B,44.7
P-02,2025-09-04,Running,69.0,Process A,26.3
P-03,2025-09-04,Running,85.6,Process C,43.5
P-04,2025-09-04,Running,95.7,Process B,27.7
P-05,2025-09-04,Standby,0,Process C,0
P-06,2025-09-04,Running,64.8,Process B,44.6
P-07,2025-09-04,Standby,0,Process C,0
P-08,2025-09-04,Running,83.2,Process C,41.5
P-09,2025-09-04,Running,87.4,Process C,62.2
P-10,2025-09-04,Running,89.3,Process A,63.6
P-11,2025-09-04,Running,62.3,Process B,42.9
P-12,2025-09-04,Running,74.3,Process A,32.7
P-01,2025-09-05,Running,96.5,Process B,20.6
P-02,2025-09-05,Running,85.6,Process A,45.7
P-03,2025-09-05,Running,67.3,Process A,50.3
P-04,2025-09-05,Running,72.9,Process B,62.6
P-05,2025-09-05,Running,72.0,Process C,55.7
P-06,2025-09-05,Running,81.4,Process B,62.5
P-07,2025-09-05,Running,80.7,Process B,60.1
P-08,2025-09-05,Running,96.8,Process A,23.5
P-09,2025-09-05,Running,68.8,Process A,60.9
P-10,2025-09-05,Running,87.6,Process C,63.7
P-11,2025-09-05,Running,88.1,Process A,40.5
P-12,2025-09-05,Standby,0,Process A,0
P-01,2025-09-06,Running,96.9,Process B,36.8
P-02,2025-09-06,Running,65.6,Process B,66.0
P-03,2025-09-06,Running,90.5,Process B,27.3
P-04,2025-09-06,Running,89.8,Process A,30.0
P-05,2025-09-06,Running,65.7,Process A,34.6
P-06,2025-09-06,Running,99.2,Process B,55.3
P-07,2025-09-06,Running,63.1,Process B,58.9
P-08,2025-09-06,Running,64.3,Process C,45.7
P-09,2025-09-06,Running,64.8,Process B,20.3
P-10,2025-09-06,Running,60.4,Process A,60.2
P-11,2025-09-06,Standby,0,Process A,0
P-12,2025-09-06,Running,68.0,Process C,37.0
P-01,2025-09-07,Running,93.8,Process B,69.2
P-02,2025-09-07,Running,66.4,Process C,60.2
P-03,2025-09-07,Running,80.2,Process A,23.4
P-04,2025-09-07,Running,60.6,Process A,56.7
P-05,2025-09-07,Standby,0,Process A,0
P-06,2025-09-07,Standby,0,Process C,0
P-07,2025-09-07,Running,89.0,Process A,67.7
P-08,2025-09-07,Running,79.0,Process C,49.8
P-09,2025-09-07,Running,98.3,Process A,63.1
P-10,2025-09-07,Maintenance,0,Process B,0
P-11,2025-09-07,Running,69.1,Process A,59.1
P-12,2025-09-07,Running,78.6,Process C,25.3
P-01,2025-09-08,Running,88.2,Process C,57.0
P-02,2025-09-08,Running,79.7,Process B,33.3
P-03,2025-09-08,Running,72.5,Process B,30.2
P-04,2025-09-08,Running,99.4,Process B,28.2
P-05,2025-09-08,Running,93.6,Process B,68.7
P-06,2025-09-08,Running,60.5,Process C,44.5
P-07,2025-09-08,Running,77.5,Process C,54.5
P-08,2025-09-08,Running,75.8,Process C,49.9
P-09,2025-09-08,Running,97.0,Process A,21.5
P-10,2025-09-08,Maintenance,0,Process B,0
P-11,2025-09-08,Running,93.8,Process B,24.6
P-12,2025-09-08,Running,89.0,Process B,59.3
P-01,2025-09-09,Running,83.7,Process C,68.9
P-02,2025-09-09,Running,86.7,Process B,71.3
P-03,2025-09-09,Running,65.9,Process B,23.8
P-04,2025-09-09,Running,79.9,Process C,68.9
P-05,2025-09-09,Running,89.5,Process A,44.9
P-06,2025-09-09,Running,67.2,Process C,54.7
P-07,2025-09-09,Running,84.9,Process A,59.0
P-08,2025-09-09,Running,80.8,Process B,60.8
P-09,2025-09-09,Running,86.5,Process B,45.3
P-10,2025-09-09,Running,92.4,Process C,47.5
P-11,2025-09-09,Standby,0,Process A,0
P-12,2025-09-09,Maintenance,0,Process A,0
P-01,2025-09-10,Running,72.6,Process B,41.9
P-02,2025-09-10,Running,67.1,Process C,64.5
P-03,2025-09-10,Running,88.2,Process B,41.3
P-04,2025-09-10,Running,75.6,Process A,48.7
P-05,2025-09-10,Running,82.2,Process C,48.9
P-06,2025-09-10,Running,94.2,Process C,21.0
P-07,2025-09-10,Running,83.6,Process B,51.3
P-08,2025-09-10,Running,99.1,Process B,21.3
P-09,2025-09-10,Running,65.1,Process B,36.8
P-10,2025-09-10,Running,61.1,Process C,36.4
P-11,2025-09-10,Running,73.8,Process B,40.2
P-12,2025-09-10,Running,69.8,Process A,53.0
P-01,2025-09-11,Running,96.4,Process A,64.9
P-02,2025-09-11,Running,66.8,Process C,35.6
P-03,2025-09-11,Running,94.5,Process C,45.8
P-04,2025-09-11,Running,60.8,Process B,49.8
P-05,2025-09-11,Maintenance,0,Process B,0
P-06,2025-09-11,Running,72.9,Process A,61.6
P-07,2025-09-11,Running,87.0,Process B,44.8
P-08,2025-09-11,Running,86.7,Process A,51.2
P-09,2025-09-11,Running,77.4,Process B,52.3
P-10,2025-09-11,Standby,0,Process A,0
P-11,2025-09-11,Running,81.4,Process B,32.3
P-12,2025-09-11,Running,82.9,Process A,51.7
P-01,2025-09-12,Standby,0,Process C,0
P-02,2025-09-12,Running,63.8,Process B,32.8
P-03,2025-09-12,Running,81.2,Process B,29.3
P-04,2025-09-12,Running,86.1,Process B,45.3
P-05,2025-09-12,Running,86.5,Process B,28.8
P-06,2025-09-12,Running,85.0,Process B,54.3
P-07,2025-09-12,Running,95.2,Process C,56.0
P-08,2025-09-12,Running,83.1,Process A,53.7
P-09,2025-09-12,Running,97.5,Process B,68.6
P-10,2025-09-12,Running,84.6,Process B,68.5
P-11,2025-09-12,Running,62.4,Process A,37.7
P-12,2025-09-12,Running,66.0,Process C,59.3
P-01,2025-09-13,Running,76.4,Process A,52.2
P-02,2025-09-13,Running,70.7,Process B,52.9
P-03,2025-09-13,Running,84.0,Process B,30.9
P-04,2025-09-13,Running,61.1,Process B,43.1
P-05,2025-09-13,Running,77.4,Process C,66.9
P-06,2025-09-13,Running,70.9,Process A,32.0
P-07,2025-09-13,Running,86.3,Process A,52.8
P-08,2025-09-13,Running,88.9,Process A,21.0
P-09,2025-09-13,Running,72.6,Process B,64.8
P-10,2025-09-13,Standby,0,Process B,0
P-11,2025-09-13,Running,86.9,Process A,39.4
P-12,2025-09-13,Running,93.7,Process A,24.0
P-01,2025-09-14,Running,97.3,Process C,53.9
P-02,2025-09-14,Running,91.0,Process C,31.6
P-03,2025-09-14,Running,69.5,Process A,59.8
P-04,2025-09-14,Running,93.3,Process C,39.1
P-05,2025-09-14,Running,69.4,Process B,29.8
P-06,2025-09-14,Running,68.6,Process B,41.7
P-07,2025-09-14,Running,83.6,Process B,46.8
P-08,2025-09-14,Running,64.5,Process C,40.9
P-09,2025-09-14,Running,98.5,Process A,37.6
P-10,2025-09-14,Running,92.9,Process A,52.9
P-11,2025-09-14,Standby,0,Process A,0
P-12,2025-09-14,Running,86.5,Process A,55.3
P-01,2025-09-15,Running,69.6,Process C,38.8
P-02,2025-09-15,Running,88.0,Process C,24.6
P-03,2025-09-15,Running,94.3,Process B,18.4
P-04,2025-09-15,Standby,0,Process B,0
P-05,2025-09-15,Running,97.5,Process A,34.1
P-06,2025-09-15,Running,66.4,Process B,52.1
P-07,2025-09-15,Running,90.7,Process B,60.6
P-08,2025-09-15,Running,63.2,Process B,43.4
P-09,2025-09-15,Running,93.6,Process C,40.8
P-10,2025-09-15,Standby,0,Process A,0
P-11,2025-09-15,Running,87.9,Process C,21.6
P-12,2025-09-15,Running,89.2,Process C,57.8
P-01,2025-09-16,Running,61.1,Process A,52.6
P-02,2025-09-16,Running,77.7,Process C,25.3
P-03,2025-09-16,Running,85.1,Process B,49.1
P-04,2025-09-16,Running,70.0,Process C,70.4
P-05,2025-09-16,Running,90.5,Process C,55.0
P-06,2025-09-16,Running,72.8,Process B,65.2
P-07,2025-09-16,Running,66.9,Process C,62.6
P-08,2025-09-16,Running,67.9,Process B,37.9
P-09,2025-09-16,Running,75.1,Process C,30.1
P-10,2025-09-16,Standby,0,Process C,0
P-11,2025-09-16,Running,85.1,Process A,70.6
P-12,2025-09-16,Running,88.1,Process A,20.7
P-01,2025-09-17,Running,84.0,Process A,22.8
P-02,2025-09-17,Running,97.9,Process A,18.8
P-03,2025-09-17,Running,90.9,Process B,62.7
P-04,2025-09-17,Running,69.0,Process A,28.3
P-05,2025-09-17,Running,91.3,Process B,58.3
P-06,2025-09-17,Running,77.3,Process A,50.4
P-07,2025-09-17,Maintenance,0,Process B,0
P-08,2025-09-17,Running,67.6,Process A,40.1
P-09,2025-09-17,Running,71.6,Process B,30.7
P-10,2025-09-17,Running,69.9,Process C,55.0
P-11,2025-09-17,Running,60.4,Process A,65.1
P-12,2025-09-17,Standby,0,Process B,0
P-01,2025-09-18,Running,88.5,Process C,40.9
P-02,2025-09-18,Running,62.9,Process C,21.2
P-03,2025-09-18,Running,69.4,Process B,71.8
P-04,2025-09-18,Standby,0,Process C,0
P-05,2025-09-18,Running,92.4,Process A,31.7
P-06,2025-09-18,Running,72.1,Process B,54.2
P-07,2025-09-18,Running,95.7,Process A,49.3
P-08,2025-09-18,Running,80.1,Process B,65.4
P-09,2025-09-18,Running,72.7,Process C,41.4
P-10,2025-09-18,Running,72.5,Process A,45.0
P-11,2025-09-18,Standby,0,Process B,0
P-12,2025-09-18,Running,97.0,Process B,66.8
P-01,2025-09-19,Running,93.2,Process B,45.9
P-02,2025-09-19,Running,66.6,Process C,71.7
P-03,2025-09-19,Running,66.1,Process C,52.4
P-04,2025-09-19,Running,67.6,Process A,30.4
P-05,2025-09-19,Running,70.4,Process C,43.2
P-06,2025-09-19,Running,95.8,Process B,20.2
P-07,2025-09-19,Running,88.4,Process B,42.7
P-08,2025-09-19,Running,88.8,Process A,24.7
P-09,2025-09-19,Running,94.7,Process A,63.1
P-10,2025-09-19,Running,92.9,Process C,66.1
P-11,2025-09-19,Running,83.3,Process A,46.4
P-12,2025-09-19,Running,76.7,Process A,31.3
P-01,2025-09-20,Running,63.8,Process B,19.4
P-02,2025-09-20,Running,87.2,Process B,38.2
P-03,2025-09-20,Standby,0,Process A,0
P-04,2025-09-20,Running,66.2,Process A,42.9
P-05,2025-09-20,Running,79.2,Process C,69.6
P-06,2025-09-20,Running,60.2,Process A,53.4
P-07,2025-09-20,Standby,0,Process B,0
P-08,2025-09-20,Standby,0,Process C,0
P-09,2025-09-20,Standby,0,Process C,0
P-10,2025-09-20,Running,94.5,Process C,33.3
P-11,2025-09-20,Running,89.8,Process C,69.4
P-12,2025-09-20,Running,76.0,Process A,31.0
P-01,2025-09-21,Running,76.0,Process A,64.0
P-02,2025-09-21,Running,91.2,Process B,52.9
P-03,2025-09-21,Standby,0,Process A,0
P-04,2025-09-21,Running,79.6,Process B,57.7
P-05,2025-09-21,Standby,0,Process C,0
P-06,2025-09-21,Running,74.4,Process A,62.9
P-07,2025-09-21,Running,79.6,Process B,43.7
P-08,2025-09-21,Running,76.9,Process B,61.8
P-09,2025-09-21,Running,77.4,Process B,23.0
P-10,2025-09-21,Running,98.9,Process C,30.1
P-11,2025-09-21,Running,66.2,Process B,46.5
P-12,2025-09-21,Running,63.4,Process B,41.6
P-01,2025-09-22,Standby,0,Process B,0
P-02,2025-09-22,Running,99.4,Process C,66.8
P-03,2025-09-22,Running,80.9,Process B,48.7
P-04,2025-09-22,Running,96.7,Process C,23.8
P-05,2025-09-22,Running,63.8,Process C,56.9
P-06,2025-09-22,Running,74.2,Process C,22.4
P-07,2025-09-22,Running,64.6,Process C,43.0
P-08,2025-09-22,Running,93.7,Process A,22.5
P-09,2025-09-22,Running,71.9,Process C,57.1
P-10,2025-09-22,Running,78.0,Process B,36.4
P-11,2025-09-22,Standby,0,Process A,0
P-12,2025-09-22,Running,63.1,Process C,32.0
P-01,2025-09-23,Running,77.4,Process A,18.3
P-02,2025-09-23,Running,66.9,Process B,42.8
P-03,2025-09-23,Running,86.3,Process C,50.5
P-04,2025-09-23,Running,84.7,Process C,37.5
P-05,2025-09-23,Running,87.6,Process B,61.5
P-06,2025-09-23,Running,65.4,Process A,24.0
P-07,2025-09-23,Running,98.8,Process A,29.3
P-08,2025-09-23,Running,86.0,Process B,63.5
P-09,2025-09-23,Running,81.5,Process A,34.2
P-10,2025-09-23,Running,79.0,Process A,24.3
P-11,2025-09-23,Standby,0,Process C,0
P-12,2025-09-23,Running,98.6,Process B,19.1
P-01,2025-09-24,Running,69.7,Process B,48.7
P-02,2025-09-24,Running,62.0,Process A,23.5
P-03,2025-09-24,Running,77.3,Process B,63.8
P-04,2025-09-24,Running,83.8,Process C,71.9
P-05,2025-09-24,Running,76.0,Process C,49.9
P-06,2025-09-24,Running,87.1,Process B,30.5
P-07,2025-09-24,Running,60.8,Process C,35.1
P-08,2025-09-24,Running,95.7,Process B,66.0
P-09,2025-09-24,Running,84.9,Process C,36.7
P-10,2025-09-24,Running,60.8,Process B,57.2
P-11,2025-09-24,Running,77.5,Process C,29.9
P-12,2025-09-24,Standby,0,Process B,0
P-01,2025-09-25,Standby,0,Process C,0
P-02,2025-09-25,Running,65.2,Process B,57.0
P-03,2025-09-25,Running,76.7,Process C,53.2
P-04,2025-09-25,Running,78.9,Process A,51.6
P-05,2025-09-25,Running,90.0,Process C,44.1
P-06,2025-09-25,Running,66.3,Process B,23.4
P-07,2025-09-25,Running,99.8,Process B,30.7
P-08,2025-09-25,Running,100.0,Process B,65.6
P-09,2025-09-25,Running,66.3,Process C,19.7
P-10,2025-09-25,Running,77.2,Process C,30.2
P-11,2025-09-25,Running,79.5,Process B,60.4
P-12,2025-09-25,Running,90.8,Process C,32.4
P-01,2025-09-26,Running,87.6,Process C,50.6
P-02,2025-09-26,Running,62.0,Process B,61.1
P-03,2025-09-26,Standby,0,Process A,0
P-04,2025-09-26,Standby,0,Process C,0
P-05,2025-09-26,Running,94.3,Process A,62.5
P-06,2025-09-26,Running,64.2,Process C,24.4
P-07,2025-09-26,Running,74.5,Process C,33.8
P-08,2025-09-26,Running,80.2,Process C,65.0
P-09,2025-09-26,Running,74.5,Process A,24.6
P-10,2025-09-26,Running,98.8,Process A,31.2
P-11,2025-09-26,Running,73.7,Process C,27.2
P-12,2025-09-26,Running,88.6,Process B,37.5
P-01,2025-09-27,Running,66.1,Process C,40.8
P-02,2025-09-27,Running,92.1,Process B,67.6
P-03,2025-09-27,Running,98.1,Process C,60.9
P-04,2025-09-27,Running,61.2,Process A,59.6
P-05,2025-09-27,Running,80.7,Process A,22.6
P-06,2025-09-27,Running,99.3,Process A,41.4
P-07,2025-09-27,Running,61.5,Process C,26.2
P-08,2025-09-27,Running,99.1,Process C,61.1
P-09,2025-09-27,Running,98.9,Process B,39.7
P-10,2025-09-27,Running,82.1,Process B,57.0
P-11,2025-09-27,Running,73.8,Process B,66.6
P-12,2025-09-27,Running,65.9,Process B,42.1
P-01,2025-09-28,Running,81.8,Process C,53.2
P-02,2025-09-28,Running,95.5,Process C,39.8
P-03,2025-09-28,Running,72.1,Process A,47.0
P-04,2025-09-28,Running,88.8,Process A,46.1
P-05,2025-09-28,Running,68.5,Process C,47.8
P-06,2025-09-28,Running,90.3,Process A,19.3
P-07,2025-09-28,Running,81.6,Process B,31.0
P-08,2025-09-28,Running,89.1,Process C,24.0
P-09,2025-09-28,Running,74.9,Process C,45.4
P-10,2025-09-28,Running,90.3,Process A,42.2
P-11,2025-09-28,Running,60.2,Process B,71.1
P-12,2025-09-28,Running,99.6,Process C,56.6
P-01,2025-09-29,Standby,0,Process C,0
P-02,2025-09-29,Running,83.8,Process B,34.2
P-03,2025-09-29,Running,92.6,Process C,54.3
P-04,2025-09-29,Running,80.8,Process A,23.7
P-05,2025-09-29,Running,67.7,Process B,42.5
P-06,2025-09-29,Running,77.0,Process B,22.4
P-07,2025-09-29,Running,95.5,Process B,29.6
P-08,2025-09-29,Running,87.1,Process B,49.8
P-09,2025-09-29,Running,75.8,Process B,49.6
P-10,2025-09-29,Running,99.9,Process C,68.3
P-11,2025-09-29,Running,98.9,Process A,25.8
P-12,2025-09-29,Running,88.4,Process A,70.3
P-01,2025-09-30,Running,81.2,Process C,29.5
P-02,2025-09-30,Running,89.9,Process C,37.9
P-03,2025-09-30,Standby,0,Process C,0
P-04,2025-09-30,Running,64.4,Process B,48.9
P-05,2025-09-30,Running,66.1,Process B,34.5
P-06,2025-09-30,Running,71.8,Process A,60.7
P-07,2025-09-30,Running,83.6,Process A,68.6
P-08,2025-09-30,Running,71.3,Process A,62.2
P-09,2025-09-30,Running,64.9,Process B,21.6
P-10,2025-09-30,Running,79.2,Process B,48.6
P-11,2025-09-30,Standby,0,Process B,0
P-12,2025-09-30,Running,88.8,Process C,25.2
P-01,2025-10-01,Running,85.5,Process B,54.0
P-02,2025-10-01,Running,89.1,Process A,61.2
P-03,2025-10-01,Running,76.4,Process A,66.6
P-04,2025-10-01,Running,61.8,Process C,66.1
P-05,2025-10-01,Running,85.8,Process A,56.2
P-06,2025-10-01,Running,91.8,Process C,34.7
P-07,2025-10-01,Running,85.8,Process A,28.4
P-08,2025-10-01,Running,83.1,Process A,69.7
P-09,2025-10-01,Running,90.0,Process C,66.4
P-10,2025-10-01,Running,97.4,Process A,70.0
P-11,2025-10-01,Running,68.2,Process C,63.3
P-12,2025-10-01,Running,63.4,Process C,50.8
P-01,2025-10-02,Running,61.8,Process A,36.4
P-02,2025-10-02,Running,61.0,Process C,35.1
P-03,2025-10-02,Running,64.6,Process A,47.3
P-04,2025-10-02,Running,67.3,Process A,26.3
P-05,2025-10-02,Standby,0,Process C,0
P-06,2025-10-02,Running,84.6,Process B,27.8
P-07,2025-10-02,Running,71.9,Process A,35.3
P-08,2025-10-02,Running,73.0,Process B,68.8
P-09,2025-10-02,Running,62.1,Process A,58.6
P-10,2025-10-02,Running,79.7,Process C,38.8
P-11,2025-10-02,Running,62.4,Process B,47.9
P-12,2025-10-02,Running,61.2,Process C,30.6
P-01,2025-10-03,Running,70.8,Process C,54.5
P-02,2025-10-03,Running,82.2,Process A,34.4
P-03,2025-10-03,Running,63.4,Process C,45.0
P-04,2025-10-03,Running,65.7,Process C,71.2
P-05,2025-10-03,Running,81.5,Process B,69.9
P-06,2025-10-03,Running,61.7,Process B,69.9
P-07,2025-10-03,Running,86.1,Process A,18.0
P-08,2025-10-03,Standby,0,Process B,0
P-09,2025-10-03,Running,70.0,Process C,38.5
P-10,2025-10-03,Running,85.3,Process C,63.4
P-11,2025-10-03,Running,66.5,Process C,48.4
P-12,2025-10-03,Running,75.8,Process A,62.8
P-01,2025-10-04,Running,100.0,Process B,29.4
P-02,2025-10-04,Running,92.1,Process C,69.1
P-03,2025-10-04,Running,99.2,Process C,42.4
P-04,2025-10-04,Running,99.3,Process B,29.4
P-05,2025-10-04,Standby,0,Process B,0
P-06,2025-10-04,Running,87.7,Process C,67.8
P-07,2025-10-04,Running,60.2,Process A,54.3
P-08,2025-10-04,Running,95.8,Process C,44.4
P-09,2025-10-04,Running,63.2,Process C,53.2
P-10,2025-10-04,Running,95.7,Process C,42.0
P-11,2025-10-04,Running,98.9,Process B,62.7
P-12,2025-10-04,Running,67.1,Process C,71.1
P-01,2025-10-05,Running,74.8,Process A,42.0
P-02,2025-10-05,Running,60.8,Process B,54.7
P-03,2025-10-05,Running,67.7,Process C,51.8
P-04,2025-10-05,Running,68.8,Process B,70.2
P-05,2025-10-05,Running,79.7,Process C,56.2
P-06,2025-10-05,Running,67.8,Process C,39.4
P-07,2025-10-05,Running,82.8,Process B,27.2
P-08,2025-10-05,Running,89.6,Process C,54.8
P-09,2025-10-05,Running,62.6,Process A,58.3
P-10,2025-10-05,Running,97.3,Process A,65.6
P-11,2025-10-05,Running,71.0,Process C,19.2
P-12,2025-10-05,Standby,0,Process C,0
P-01,2025-10-06,Running,70.1,Process C,65.7
P-02,2025-10-06,Running,77.1,Process C,68.9
P-03,2025-10-06,Running,97.6,Process B,63.6
P-04,2025-10-06,Running,64.9,Process C,43.2
P-05,2025-10-06,Running,90.4,Process C,30.1
P-06,2025-10-06,Running,76.8,Process B,35.1
P-07,2025-10-06,Running,73.4,Process C,61.6
P-08,2025-10-06,Maintenance,0,Process A,0
P-09,2025-10-06,Maintenance,0,Process B,0
P-10,2025-10-06,Standby,0,Process A,0
P-11,2025-10-06,Running,73.2,Process A,51.8
P-12,2025-10-06,Running,79.2,Process A,50.0
P-01,2025-10-07,Running,73.4,Process B,31.3
P-02,2025-10-07,Running,98.4,Process A,62.4
P-03,2025-10-07,Running,69.5,Process A,59.9
P-04,2025-10-07,Running,90.6,Process C,42.1
P-05,2025-10-07,Running,99.0,Process A,38.4
P-06,2025-10-07,Running,87.7,Process A,21.3
P-07,2025-10-07,Running,62.2,Process C,51.8
P-08,2025-10-07,Running,87.1,Process C,20.8
P-09,2025-10-07,Running,76.1,Process C,58.6
P-10,2025-10-07,Running,84.0,Process C,51.7
P-11,2025-10-07,Running,78.6,Process B,65.5
P-12,2025-10-07,Running,73.6,Process C,60.3
P-01,2025-10-08,Running,73.1,Process A,23.8
P-02,2025-10-08,Running,88.5,Process C,60.6
P-03,2025-10-08,Running,82.9,Process C,45.5
P-04,2025-10-08,Running,79.3,Process C,42.0
P-05,2025-10-08,Running,91.9,Process A,24.9
P-06,2025-10-08,Running,80.5,Process C,58.7
P-07,2025-10-08,Running,95.4,Process A,26.0
P-08,2025-10-08,Running,73.7,Process B,70.4
P-09,2025-10-08,Running,86.3,Process A,21.1
P-10,2025-10-08,Running,93.4,Process A,40.8
P-11,2025-10-08,Running,68.0,Process A,60.4
P-12,2025-10-08,Running,86.7,Process C,55.4
P-01,2025-10-09,Running,87.7,Process C,48.6
P-02,2025-10-09,Running,72.0,Process B,26.8
P-03,2025-10-09,Running,91.6,Process A,44.8
P-04,2025-10-09,Standby,0,Process C,0
P-05,2025-10-09,Running,69.2,Process C,29.5
P-06,2025-10-09,Running,90.7,Process B,61.6
P-07,2025-10-09,Running,76.0,Process A,37.6
P-08,2025-10-09,Running,61.2,Process A,25.7
P-09,2025-10-09,Running,85.3,Process B,20.4
P-10,2025-10-09,Running,67.9,Process A,29.8
P-11,2025-10-09,Running,67.0,Process C,31.3
P-12,2025-10-09,Running,67.0,Process B,67.2
P-01,2025-10-10,Running,87.1,Process B,53.4
P-02,2025-10-10,Running,73.5,Process A,34.5
P-03,2025-10-10,Running,92.4,Process C,27.3
P-04,2025-10-10,Running,92.0,Process C,65.6
P-05,2025-10-10,Running,62.6,Process A,65.7
P-06,2025-10-10,Running,67.6,Process C,38.4
P-07,2025-10-10,Running,84.0,Process C,31.2
P-08,2025-10-10,Running,84.6,Process A,64.1
P-09,2025-10-10,Running,65.9,Process A,20.9
P-10,2025-10-10,Running,94.9,Process C,70.3
P-11,2025-10-10,Running,68.4,Process A,60.4
P-12,2025-10-10,Running,84.6,Process A,45.5
P-01,2025-10-11,Running,85.8,Process C,38.2
P-02,2025-10-11,Running,67.2,Process C,38.2
P-03,2025-10-11,Running,88.6,Process B,43.6
P-04,2025-10-11,Running,85.5,Process C,53.1
P-05,2025-10-11,Running,95.8,Process B,64.6
P-06,2025-10-11,Running,72.2,Process B,48.9
P-07,2025-10-11,Standby,0,Process B,0
P-08,2025-10-11,Running,63.4,Process A,33.9
P-09,2025-10-11,Running,69.2,Process A,43.1
P-10,2025-10-11,Running,77.0,Process B,41.4
P-11,2025-10-11,Running,79.9,Process B,38.6
P-12,2025-10-11,Running,69.4,Process C,22.1
P-01,2025-10-12,Standby,0,Process B,0
P-02,2025-10-12,Running,80.5,Process C,22.2
P-03,2025-10-12,Running,69.1,Process A,21.9
P-04,2025-10-12,Running,68.0,Process A,54.5
P-05,2025-10-12,Running,89.8,Process C,63.7
P-06,2025-10-12,Running,84.2,Process A,71.9
P-07,2025-10-12,Running,89.6,Process B,18.5
P-08,2025-10-12,Running,92.9,Process B,69.1
P-09,2025-10-12,Running,90.3,Process A,43.5
P-10,2025-10-12,Running,90.4,Process A,64.7
P-11,2025-10-12,Running,88.9,Process A,43.6
P-12,2025-10-12,Running,91.4,Process B,57.0
P-01,2025-10-13,Running,91.7,Process B,63.7
P-02,2025-10-13,Running,97.7,Process B,29.3
P-03,2025-10-13,Running,82.3,Process B,25.5
P-04,2025-10-13,Running,72.2,Process C,18.5
P-05,2025-10-13,Running,93.4,Process B,30.2
P-06,2025-10-13,Running,90.1,Process C,47.0
P-07,2025-10-13,Running,60.9,Process A,67.8
P-08,2025-10-13,Running,98.1,Process B,48.7
P-09,2025-10-13,Running,96.6,Process C,64.8
P-10,2025-10-13,Maintenance,0,Process A,0
P-11,2025-10-13,Standby,0,Process A,0
P-12,2025-10-13,Running,67.5,Process A,35.8
P-01,2025-10-14,Standby,0,Process C,0
P-02,2025-10-14,Running,63.7,Process A,54.4
P-03,2025-10-14,Running,93.1,Process C,44.4
P-04,2025-10-14,Running,62.8,Process B,33.3
P-05,2025-10-14,Running,86.4,Process A,42.6
P-06,2025-10-14,Running,60.4,Process B,64.4
